indice,metodo,km_descricao,km_marco_m,distancia_eixo_m,area_m2,latitude,longitude
509,Trator com braço articulado,23,22500,91.9,290.404865278895,-23.5821565829886,-46.8079654976971
510,"Spider, Giro-Zero ou Trator com trincheira",23,24000,175.2,1984.38244899048,-23.59284911414916,-46.8086909095073
511,Apenas manual,23,24000,146.4,996.049437759856,-23.59278610371279,-46.8089643478071
512,"Spider, Giro-Zero ou Trator com trincheira",23,24000,100.8,510.242743947181,-23.5921444819965,-46.811289146403
513,Apenas manual,23,23500,30.8,346.947821335928,-23.58942966754768,-46.8098512616219
514,Apenas manual,23,23500,47.6,456.40347921117,-23.5894087447579,-46.8090530943773
515,Apenas manual,23,23000,1.0,727.91531215659,-23.5864614894,-46.8092032965255
516,Apenas manual,23,24000,260.0,800.675730112147,-23.59345733871923,-46.8079977469206
517,Apenas manual,23,24000,170.0,689.491610530275,-23.59238900964839,-46.8086198470852
518,Apenas manual,23,23500,71.0,167.442165472734,-23.58809302870586,-46.8086194691371
519,Apenas manual,23,23000,72.2,836.274296701227,-23.58694281217009,-46.8085200492438
520,Apenas manual,23,23000,122.3,366.210527875723,-23.58614822746038,-46.8079683346789
521,Apenas manual,23,23000,108.4,530.052743230913,-23.58603081836512,-46.8080959159887
522,Apenas manual,23,23000,16.1,193.101857869348,-23.5852036219184,-46.8089400329242
523,Apenas manual,23,22500,2.8,1169.41117108461,-23.58210802888495,-46.8088920849903
524,Apenas manual,23,23000,136.3,209.192848299869,-23.58423400303649,-46.8076863366775
525,Apenas manual,23,23000,101.6,365.514016514976,-23.58386042767889,-46.8079982580855
526,"Spider, Giro-Zero ou Trator com trincheira",23,23000,3.4,2738.22671969377,-23.58617339157499,-46.8091386617421
527,Apenas manual,23,23500,30.2,43.6548927332552,-23.59008320191935,-46.8100208059442
528,"Spider, Giro-Zero ou Trator com trincheira",23,23500,92.7,12484.5052766811,-23.59105526029615,-46.8109132737317
529,"Spider, Giro-Zero ou Trator com trincheira",23,23500,96.3,7152.26085925795,-23.59046025861894,-46.8107898142513
530,"Spider, Giro-Zero ou Trator com trincheira",23,23000,13.1,11062.9882788191,-23.58648627472326,-46.8090666274393
531,Apenas manual,23,23500,93.1,1371.24089596579,-23.59064899975166,-46.8089273817467
532,"Spider, Giro-Zero ou Trator com trincheira",23,24000,90.6,11954.7398296341,-23.59328487758032,-46.8096632043834
533,"Spider, Giro-Zero ou Trator com trincheira",23,23500,41.3,1280.73174025209,-23.58948961911147,-46.8091383655174
534,Apenas manual,23,23000,97.9,702.08273825947,-23.58596602344929,-46.8081942569349
535,"Spider, Giro-Zero ou Trator com trincheira",23,24000,69.6,315.460003148256,-23.59298482065227,-46.8112001146252
536,Apenas manual,23,22500,90.1,308.366974087155,-23.58216857229743,-46.8079842705907
537,"Spider, Giro-Zero ou Trator com trincheira",23,23500,213.4,3594.27847853834,-23.59070461824509,-46.8120385377675
538,Trator com braço articulado,23,23500,38.2,303.816083111502,-23.58953788400883,-46.8091827912948
539,Apenas manual,23,24000,329.2,65.4076011447981,-23.5931771345982,-46.8072242106288
540,Apenas manual,23,24000,554.6,1792.47239007328,-23.59315487313286,-46.8049414611347
541,Apenas manual,23,23500,700.0,217.827298134589,-23.59274479631692,-46.8033621758997
542,Apenas manual,23,23000,115.5,556.887486887394,-23.58328657793605,-46.8078184268687
543,Apenas manual,23,23500,604.2,128.268940923484,-23.59272735958105,-46.8043248147625
544,Trator com braço articulado,23,24000,110.5,19.4907920075081,-23.59209515581785,-46.8091411442833
545,Trator com braço articulado,23,23500,203.8,21.7511949698266,-23.59041553109347,-46.8118641383798
546,Trator com braço articulado,23,24000,142.7,24.8917404192795,-23.59272506331527,-46.8089856095335
547,Trator com braço articulado,23,24000,126.1,20.431119378602,-23.59281298914842,-46.8091768609922
548,Apenas manual,23,23500,547.1,1733.78525697655,-23.59269287109987,-46.8048926321975
549,Apenas manual,23,24000,430.8,765.026111676046,-23.59271436859346,-46.8060733634729
550,Trator com braço articulado,23,24000,68.5,290.442915854878,-23.59296169196009,-46.8111825178212
551,Trator com braço articulado,23,23500,23.3,16.8777121753474,-23.59040229042146,-46.8095663133651
552,Trator com braço articulado,23,24000,54.0,26.9643985688543,-23.59178808667255,-46.8107202781189
553,Trator com braço articulado,23,23500,102.4,26.3347678940526,-23.59101669398199,-46.8110018619093
554,"Spider, Giro-Zero ou Trator com trincheira",24,24000,0.4,4115.65006870788,-23.59484223196647,-46.811001434835
555,Trator com braço articulado,24,24000,26.7,43.142072477567,-23.59400517497124,-46.8110415194958
556,Trator com braço articulado,24,24000,54.0,335.462995089302,-23.59575439454278,-46.8106970316395
557,"Spider, Giro-Zero ou Trator com trincheira",24,24500,64.5,4626.00998646976,-23.59961358990663,-46.8129329762701
558,"Spider, Giro-Zero ou Trator com trincheira",24,24500,34.3,8728.71772512623,-23.59996575357657,-46.8120298417465
559,"Spider, Giro-Zero ou Trator com trincheira",24,24000,40.9,2142.82638357731,-23.59583276624988,-46.8116765686955
560,"Spider, Giro-Zero ou Trator com trincheira",24,24000,27.8,20.2254586898707,-23.59377392637878,-46.8109900997097
561,"Spider, Giro-Zero ou Trator com trincheira",24,24000,106.0,7263.98985334841,-23.59371101083568,-46.8096214414513
562,"Spider, Giro-Zero ou Trator com trincheira",24,24000,26.7,43.142072477567,-23.59400517497124,-46.8110415194958
563,Trator com braço articulado,24,24500,33.9,67.1749022627913,-23.59653729844196,-46.8111110003755
564,Trator com braço articulado,24,24500,30.2,763.320084930291,-23.59629522496692,-46.8116937266036
565,Trator com braço articulado,24,24500,1.4,46.3628721257262,-23.59865199853816,-46.8120091397584
566,Trator com braço articulado,24,24500,31.5,422.643955128582,-23.5982269042429,-46.8115903010743
567,Trator com braço articulado,24,24000,26.2,144.946245318029,-23.59453125846614,-46.8111776873228
568,Trator com braço articulado,24,24000,50.8,663.48935100444,-23.59424675160175,-46.8113499600775
569,"Spider, Giro-Zero ou Trator com trincheira",24,24000,26.2,144.946245318029,-23.59453125846614,-46.8111776873228
570,"Spider, Giro-Zero ou Trator com trincheira",24,24000,75.8,3016.37482107806,-23.59349095800243,-46.8113991906922
571,Apenas manual,24,24000,106.7,1768.55046888206,-23.59375979565082,-46.8096275022684
572,Apenas manual,24,24000,79.4,1306.49236656318,-23.59336468040104,-46.8114013265639
573,Apenas manual,24,24000,24.4,183.298870996081,-23.59460003369413,-46.8111779846665
574,Apenas manual,24,24000,48.2,436.441645813134,-23.59582263928508,-46.8117477435919
575,Apenas manual,24,24500,1.4,46.3628721257262,-23.59865199853816,-46.8120091397584
576,Apenas manual,24,24500,45.8,2197.94372988612,-23.59690496588517,-46.8120150581071
