km_marco_m,data_imagem,ndvi_mediana,n_pixels,nuvem_pct
13000,2022-06-30,0.3115,277,0.0
13000,2022-07-05,0.3342,277,0.0
13000,2022-07-10,0.3173,270,0.0253
13000,2022-07-15,0.3646,277,0.0
13000,2022-07-20,0.3063,277,0.0
13000,2022-07-25,0.3342,277,0.0
13000,2022-08-14,0.3741,277,0.0
13000,2022-08-24,0.3569,277,0.0
13000,2022-09-18,0.4161,277,0.0
13000,2022-09-23,0.4317,277,0.0
13000,2022-10-23,0.4669,277,0.0
13000,2022-11-17,0.4785,277,0.0
13000,2022-11-27,0.4318,277,0.0
13000,2022-12-02,0.397,277,0.0
13000,2022-12-12,0.3373,227,0.1805
13000,2023-01-26,0.4394,277,0.0
13000,2023-02-20,0.5924,277,0.0
13000,2023-03-02,0.5402,277,0.0
13000,2023-03-17,0.4271,277,0.0
13000,2023-03-22,0.4508,277,0.0
13000,2023-04-01,0.526,277,0.0
13000,2023-04-11,0.5491,277,0.0
13000,2023-04-16,0.5717,277,0.0
13000,2023-04-21,0.5884,277,0.0
13000,2023-05-01,0.5718,277,0.0
13000,2023-05-16,0.5171,277,0.0
13000,2023-05-21,0.3262,277,0.0
13000,2023-05-26,0.2867,277,0.0
13000,2023-06-05,0.3533,277,0.0
13000,2023-06-10,0.346,277,0.0
13000,2023-06-20,0.3762,277,0.0
13000,2023-06-25,0.385,277,0.0
13000,2023-07-05,0.4082,277,0.0
13000,2023-07-15,0.4078,277,0.0
13000,2023-07-25,0.4313,277,0.0
13000,2023-08-04,0.3924,277,0.0
13000,2023-08-09,0.337,277,0.0
13000,2023-08-24,0.2759,277,0.0
13000,2023-09-03,0.3895,277,0.0
13000,2023-09-08,0.3259,277,0.0
13000,2023-09-13,0.3533,277,0.0
13000,2023-09-18,0.3843,277,0.0
13000,2023-09-23,0.4279,277,0.0
13000,2023-10-23,0.4515,277,0.0
13000,2023-11-07,0.4898,277,0.0
13000,2023-11-12,0.4506,277,0.0
13000,2023-11-17,0.4043,277,0.0
13000,2023-11-22,0.2874,271,0.0217
13000,2023-12-02,0.4742,277,0.0
13000,2023-12-07,0.4863,277,0.0
13000,2023-12-27,0.4861,277,0.0
13000,2024-01-11,0.4817,277,0.0
13000,2024-01-16,0.5243,277,0.0
13000,2024-02-05,0.338,277,0.0
13000,2024-03-01,0.3921,227,0.1805
13000,2024-03-11,0.5118,277,0.0
13000,2024-03-16,0.509,277,0.0
13000,2024-03-31,0.565,277,0.0
13000,2024-04-05,0.4199,277,0.0
13000,2024-04-10,0.2987,277,0.0
13000,2024-04-20,0.4173,277,0.0
13000,2024-04-30,0.4427,277,0.0
13000,2024-05-05,0.4546,277,0.0
13000,2024-05-10,0.3612,277,0.0
13000,2024-05-20,0.4316,277,0.0
13000,2024-05-30,0.467,277,0.0
13000,2024-06-09,0.3541,277,0.0
13000,2024-06-14,0.3653,277,0.0
13000,2024-06-19,0.4005,277,0.0
13000,2024-06-24,0.393,277,0.0
13000,2024-06-29,0.3609,277,0.0
13000,2024-07-19,0.3538,277,0.0
13000,2024-07-24,0.3495,277,0.0
13000,2024-07-29,0.3228,277,0.0
13000,2024-08-03,0.3719,277,0.0
13000,2024-08-08,0.2948,277,0.0
13000,2024-08-18,0.307,277,0.0
13000,2024-08-23,0.3221,277,0.0
13000,2024-08-28,0.3347,277,0.0
13000,2024-09-02,0.3066,277,0.0
13000,2024-09-07,0.3339,277,0.0
13000,2024-09-12,0.3377,277,0.0
13000,2024-09-22,0.3498,277,0.0
13000,2024-10-02,0.2948,277,0.0
13000,2024-10-07,0.3427,277,0.0
13000,2024-10-12,0.4038,277,0.0
13000,2024-10-22,0.3498,277,0.0
13000,2024-11-01,0.3999,271,0.0217
13000,2024-11-11,0.4911,277,0.0
13000,2024-12-01,0.3016,277,0.0
13000,2024-12-06,0.4039,277,0.0
13000,2024-12-31,0.4977,277,0.0
13000,2025-01-05,0.5251,275,0.0072
13000,2025-01-15,0.4548,277,0.0
13000,2025-01-25,0.4627,263,0.0505
13000,2025-02-09,0.5109,277,0.0
13000,2025-02-14,0.3546,245,0.1155
13000,2025-02-24,0.5107,277,0.0
13000,2025-03-01,0.4863,277,0.0
13000,2025-03-06,0.502,277,0.0
13000,2025-03-21,0.5064,277,0.0
13000,2025-03-31,0.2598,277,0.0
13000,2025-04-12,0.4865,277,0.0
13000,2025-04-15,0.4904,277,0.0
13000,2025-05-02,0.5474,277,0.0
13000,2025-05-05,0.4322,277,0.0
13000,2025-05-15,0.4347,277,0.0
13000,2025-05-20,0.3928,277,0.0
13000,2025-05-22,0.4269,227,0.1805
13000,2025-05-25,0.4549,277,0.0
13000,2025-05-30,0.4391,277,0.0
13000,2025-06-04,0.4291,277,0.0
13000,2025-06-19,0.377,277,0.0
13000,2025-06-29,0.4502,277,0.0
13000,2025-07-09,0.1818,226,0.1841
13000,2025-07-14,0.3147,277,0.0
13000,2025-07-19,0.3171,277,0.0
13000,2025-07-21,0.3137,277,0.0
13000,2025-07-29,0.3621,277,0.0
13000,2025-08-13,0.3625,277,0.0
13000,2025-08-30,0.3712,277,0.0
13000,2025-09-27,0.3885,277,0.0
13000,2025-10-22,0.3567,277,0.0
13000,2025-11-01,0.3136,227,0.1805
13000,2025-11-11,0.4277,277,0.0
13000,2025-11-21,0.4662,277,0.0
13000,2025-12-01,0.4508,277,0.0
13000,2025-12-06,0.3536,277,0.0
13000,2025-12-08,0.2514,277,0.0
13000,2025-12-11,0.4307,277,0.0
13000,2025-12-26,0.4362,277,0.0
13000,2025-12-28,0.5251,277,0.0
13000,2026-01-10,0.5184,277,0.0
13000,2026-03-16,0.4669,277,0.0
13000,2026-03-21,0.5259,277,0.0
13000,2026-03-28,0.4661,277,0.0
13000,2026-04-17,0.5175,277,0.0
13000,2026-04-20,0.5531,277,0.0
13000,2026-05-05,0.2925,277,0.0
13000,2026-05-07,0.2993,277,0.0
13000,2026-06-19,0.3972,277,0.0
13000,2026-06-29,0.4278,277,0.0
13000,2026-07-06,0.4358,277,0.0
13000,2026-07-09,0.4085,277,0.0
13000,2026-07-19,0.4401,277,0.0
13000,2026-07-26,0.4663,277,0.0
13000,2026-07-29,0.443,277,0.0
13000,2026-08-18,0.4705,277,0.0
13000,2026-08-23,0.4635,277,0.0
13000,2026-09-04,0.4707,277,0.0
13500,2019-01-12,0.4605,62,0.0462
13500,2019-01-17,0.4434,65,0.0
13500,2019-01-27,0.5096,65,0.0
13500,2019-02-01,0.4985,65,0.0
13500,2019-03-23,0.6043,65,0.0
13500,2019-04-02,0.5746,65,0.0
13500,2019-04-12,0.5875,65,0.0
13500,2019-04-22,0.3968,65,0.0
13500,2019-04-27,0.5436,65,0.0
13500,2019-05-12,0.4486,65,0.0
13500,2019-05-22,0.498,65,0.0
13500,2019-05-27,0.5637,65,0.0
13500,2019-06-11,0.4978,65,0.0
13500,2019-06-16,0.4229,65,0.0
13500,2019-06-26,0.4521,65,0.0
13500,2019-07-06,0.5346,65,0.0
13500,2019-07-11,0.4895,65,0.0
13500,2019-07-26,0.388,61,0.0615
13500,2019-07-31,0.4434,65,0.0
13500,2019-08-05,0.2525,65,0.0
13500,2019-08-10,0.3861,65,0.0
13500,2019-08-15,0.424,65,0.0
13500,2019-08-30,0.3566,65,0.0
13500,2019-09-09,0.4467,65,0.0
13500,2019-09-14,0.3767,65,0.0
13500,2019-09-19,0.3853,65,0.0
13500,2019-09-29,0.4777,65,0.0
13500,2019-10-04,0.4199,65,0.0
13500,2019-10-14,0.4849,65,0.0
13500,2019-10-19,0.4315,65,0.0
13500,2019-11-03,0.3721,65,0.0
13500,2019-11-13,0.3932,65,0.0
13500,2019-12-28,0.4389,58,0.1077
13500,2020-01-27,0.4261,65,0.0
13500,2020-03-07,0.3972,65,0.0
13500,2020-03-12,0.558,65,0.0
13500,2020-03-17,0.6137,65,0.0
13500,2020-03-22,0.5965,65,0.0
13500,2020-04-01,0.3964,59,0.0923
13500,2020-04-06,0.5724,65,0.0
13500,2020-04-21,0.5537,65,0.0
13500,2020-04-26,0.5174,65,0.0
13500,2020-05-01,0.4565,65,0.0
13500,2020-05-11,0.5483,65,0.0
13500,2020-05-16,0.5183,65,0.0
13500,2020-05-21,0.5092,65,0.0
13500,2020-05-26,0.4876,65,0.0
13500,2020-05-31,0.4845,65,0.0
13500,2020-06-20,0.5165,65,0.0
13500,2020-07-10,0.4583,65,0.0
13500,2020-07-20,0.5059,65,0.0
13500,2020-07-25,0.4628,65,0.0
13500,2020-08-04,0.4477,65,0.0
13500,2020-08-09,0.4264,65,0.0
13500,2020-08-19,0.4558,63,0.0308
13500,2020-08-24,0.4677,65,0.0
13500,2020-08-29,0.4515,65,0.0
13500,2020-09-03,0.4718,65,0.0
13500,2020-09-08,0.4469,65,0.0
13500,2020-09-13,0.4168,65,0.0
13500,2020-10-08,0.3649,63,0.0308
13500,2020-10-13,0.4078,65,0.0
13500,2020-10-18,0.3802,65,0.0
13500,2020-10-23,0.483,65,0.0
13500,2020-10-28,0.5093,65,0.0
13500,2020-11-07,0.4437,65,0.0
13500,2020-11-27,0.4576,55,0.1538
13500,2021-01-16,0.3999,65,0.0
13500,2021-02-10,0.4613,65,0.0
13500,2021-02-15,0.5016,65,0.0
13500,2021-02-20,0.5071,65,0.0
13500,2021-03-02,0.4547,65,0.0
13500,2021-03-12,0.4451,65,0.0
13500,2021-03-22,0.5145,65,0.0
13500,2021-03-27,0.5543,65,0.0
13500,2021-04-01,0.5001,56,0.1385
13500,2021-04-11,0.5876,65,0.0
13500,2021-04-26,0.5447,59,0.0923
13500,2021-05-01,0.529,65,0.0
13500,2021-05-06,0.5572,65,0.0
13500,2021-05-11,0.5056,65,0.0
13500,2021-05-21,0.5611,65,0.0
13500,2021-05-26,0.5363,65,0.0
13500,2021-06-05,0.5479,65,0.0
13500,2021-06-15,0.5487,65,0.0
13500,2021-06-20,0.4304,63,0.0308
13500,2021-07-10,0.4974,65,0.0
13500,2021-07-20,0.4993,65,0.0
13500,2021-07-25,0.4747,65,0.0
13500,2021-07-30,0.4006,63,0.0308
13500,2021-08-09,0.3929,65,0.0
13500,2021-08-19,0.3529,65,0.0
13500,2021-08-24,0.3666,65,0.0
13500,2021-09-03,0.4327,65,0.0
13500,2021-09-23,0.4109,65,0.0
13500,2021-09-28,0.467,65,0.0
13500,2021-10-13,0.4671,65,0.0
13500,2021-10-23,0.4857,65,0.0
13500,2021-11-07,0.5027,65,0.0
13500,2021-11-17,0.4831,65,0.0
13500,2021-11-22,0.5289,65,0.0
13500,2021-11-27,0.5524,65,0.0
13500,2021-12-02,0.3877,53,0.1846
13500,2021-12-12,0.451,65,0.0
13500,2021-12-22,0.5134,65,0.0
13500,2022-01-16,0.5835,65,0.0
13500,2022-01-21,0.4966,65,0.0
13500,2022-01-26,0.549,65,0.0
13500,2022-02-10,0.5722,65,0.0
13500,2022-03-02,0.5841,65,0.0
13500,2022-03-07,0.5531,65,0.0
13500,2022-03-17,0.5982,65,0.0
13500,2022-03-22,0.5911,65,0.0
13500,2022-04-11,0.4827,65,0.0
13500,2022-04-21,0.5009,65,0.0
13500,2022-04-26,0.5252,65,0.0
13500,2022-05-01,0.5481,65,0.0
13500,2022-05-11,0.4661,65,0.0
13500,2022-05-21,0.3968,65,0.0
13500,2022-05-26,0.3975,65,0.0
13500,2022-06-05,0.4003,65,0.0
13500,2022-06-25,0.47,65,0.0
13500,2022-06-30,0.4555,65,0.0
13500,2022-07-05,0.4515,65,0.0
13500,2022-07-10,0.3937,65,0.0
13500,2022-07-15,0.433,65,0.0
13500,2022-07-20,0.3043,61,0.0615
13500,2022-07-25,0.3648,65,0.0
13500,2022-08-14,0.4424,65,0.0
13500,2022-08-24,0.4162,65,0.0
13500,2022-09-18,0.4948,65,0.0
13500,2022-09-23,0.5068,65,0.0
13500,2022-10-23,0.5169,65,0.0
13500,2022-11-17,0.5575,65,0.0
13500,2022-11-27,0.4933,65,0.0
13500,2022-12-02,0.3672,65,0.0
13500,2022-12-12,0.3692,65,0.0
13500,2023-01-26,0.4079,65,0.0
13500,2023-02-20,0.6229,65,0.0
13500,2023-03-02,0.6671,65,0.0
13500,2023-03-17,0.6422,65,0.0
13500,2023-03-22,0.6199,65,0.0
13500,2023-04-01,0.651,65,0.0
13500,2023-04-11,0.6585,65,0.0
13500,2023-04-16,0.7007,65,0.0
13500,2023-04-21,0.6708,65,0.0
13500,2023-05-01,0.6819,65,0.0
13500,2023-05-16,0.6637,65,0.0
13500,2023-05-21,0.5869,65,0.0
13500,2023-05-26,0.4499,65,0.0
13500,2023-06-05,0.4079,65,0.0
13500,2023-06-10,0.3458,65,0.0
13500,2023-06-20,0.3759,65,0.0
13500,2023-06-25,0.3639,65,0.0
13500,2023-06-30,0.3459,65,0.0
13500,2023-07-05,0.4128,65,0.0
13500,2023-07-15,0.4241,65,0.0
13500,2023-07-25,0.4703,65,0.0
13500,2023-08-04,0.4748,65,0.0
13500,2023-08-09,0.4319,65,0.0
13500,2023-08-24,0.4643,65,0.0
13500,2023-09-03,0.5263,65,0.0
13500,2023-09-08,0.5161,65,0.0
13500,2023-09-13,0.5253,65,0.0
13500,2023-09-18,0.5286,65,0.0
13500,2023-09-23,0.5107,65,0.0
13500,2023-10-23,0.5615,65,0.0
13500,2023-11-07,0.593,65,0.0
13500,2023-11-12,0.542,65,0.0
13500,2023-11-17,0.589,65,0.0
13500,2023-11-22,0.45,65,0.0
13500,2023-12-02,0.5923,65,0.0
13500,2023-12-07,0.5723,65,0.0
13500,2023-12-27,0.5645,65,0.0
13500,2024-01-11,0.5072,65,0.0
13500,2024-01-16,0.5411,65,0.0
13500,2024-02-05,0.4336,65,0.0
13500,2024-03-01,0.5041,65,0.0
13500,2024-03-11,0.5883,65,0.0
13500,2024-03-16,0.6063,65,0.0
13500,2024-03-31,0.6413,65,0.0
13500,2024-04-05,0.6314,65,0.0
13500,2024-04-10,0.6505,65,0.0
13500,2024-04-20,0.6632,65,0.0
13500,2024-04-30,0.6106,65,0.0
13500,2024-05-05,0.6084,65,0.0
13500,2024-05-10,0.5475,65,0.0
13500,2024-05-20,0.4929,65,0.0
13500,2024-05-30,0.5265,65,0.0
13500,2024-06-09,0.4755,65,0.0
13500,2024-06-14,0.5121,65,0.0
13500,2024-06-19,0.5355,65,0.0
13500,2024-06-24,0.5526,65,0.0
13500,2024-06-29,0.4984,65,0.0
13500,2024-07-14,0.6112,58,0.1077
13500,2024-07-19,0.4436,65,0.0
13500,2024-07-24,0.3611,65,0.0
13500,2024-07-29,0.3644,65,0.0
13500,2024-08-03,0.3612,65,0.0
13500,2024-08-08,0.3647,65,0.0
13500,2024-08-18,0.3899,65,0.0
13500,2024-08-23,0.3716,65,0.0
13500,2024-08-28,0.3726,65,0.0
13500,2024-09-02,0.5087,65,0.0
13500,2024-09-07,0.5206,65,0.0
13500,2024-09-12,0.4241,65,0.0
13500,2024-09-22,0.4023,65,0.0
13500,2024-10-02,0.4116,65,0.0
13500,2024-10-07,0.3819,65,0.0
13500,2024-10-12,0.4678,65,0.0
13500,2024-10-17,0.3845,65,0.0
13500,2024-10-22,0.3956,65,0.0
13500,2024-11-01,0.4572,60,0.0769
13500,2024-11-11,0.5652,65,0.0
13500,2024-12-01,0.3096,65,0.0
13500,2024-12-06,0.408,65,0.0
13500,2024-12-31,0.5384,65,0.0
13500,2025-01-05,0.627,65,0.0
13500,2025-01-15,0.5328,65,0.0
13500,2025-01-25,0.5138,53,0.1846
13500,2025-02-09,0.5606,65,0.0
13500,2025-02-14,0.4776,59,0.0923
13500,2025-02-24,0.5809,65,0.0
13500,2025-03-01,0.6061,65,0.0
13500,2025-03-06,0.6264,65,0.0
13500,2025-03-21,0.6069,65,0.0
13500,2025-03-31,0.2769,65,0.0
13500,2025-04-12,0.5176,65,0.0
13500,2025-04-15,0.521,65,0.0
13500,2025-05-02,0.5807,65,0.0
13500,2025-05-05,0.5449,65,0.0
13500,2025-05-15,0.6281,65,0.0
13500,2025-05-20,0.5671,65,0.0
13500,2025-05-22,0.571,65,0.0
13500,2025-05-25,0.5958,65,0.0
13500,2025-05-30,0.58,65,0.0
13500,2025-06-04,0.4215,65,0.0
13500,2025-06-19,0.4317,65,0.0
13500,2025-06-29,0.4766,65,0.0
13500,2025-07-09,0.2593,65,0.0
13500,2025-07-14,0.4037,65,0.0
13500,2025-07-19,0.4156,65,0.0
13500,2025-07-21,0.4053,65,0.0
13500,2025-07-29,0.4588,65,0.0
13500,2025-08-13,0.4401,65,0.0
13500,2025-08-30,0.4119,65,0.0
13500,2025-09-27,0.4479,65,0.0
13500,2025-10-22,0.4934,65,0.0
13500,2025-11-01,0.4115,59,0.0923
13500,2025-11-11,0.5437,65,0.0
13500,2025-11-21,0.4979,65,0.0
13500,2025-12-01,0.4751,65,0.0
13500,2025-12-06,0.4635,65,0.0
13500,2025-12-08,0.512,65,0.0
13500,2025-12-11,0.5339,65,0.0
13500,2025-12-26,0.5102,65,0.0
13500,2025-12-28,0.5834,65,0.0
13500,2026-01-10,0.6068,65,0.0
13500,2026-03-16,0.5758,65,0.0
13500,2026-03-21,0.6045,65,0.0
13500,2026-03-28,0.5628,65,0.0
13500,2026-04-17,0.5797,65,0.0
13500,2026-04-20,0.5846,65,0.0
13500,2026-05-05,0.5418,65,0.0
13500,2026-05-07,0.5397,65,0.0
13500,2026-06-19,0.3984,65,0.0
13500,2026-06-29,0.4074,65,0.0
13500,2026-07-06,0.4351,65,0.0
13500,2026-07-09,0.4596,65,0.0
13500,2026-07-19,0.5166,65,0.0
13500,2026-07-26,0.5143,65,0.0
13500,2026-07-29,0.4664,65,0.0
13500,2026-08-08,0.3024,63,0.0308
13500,2026-08-18,0.5215,65,0.0
13500,2026-08-23,0.5048,65,0.0
13500,2026-09-04,0.5442,65,0.0
14000,2019-01-12,0.3417,212,0.1486
14000,2019-01-17,0.412,225,0.0964
14000,2019-01-22,0.3813,242,0.0281
14000,2019-01-27,0.5369,247,0.008
14000,2019-02-01,0.4196,248,0.004
14000,2019-03-23,0.425,249,0.0
14000,2019-04-02,0.4122,249,0.0
14000,2019-04-12,0.3572,248,0.004
14000,2019-04-22,0.3143,249,0.0
14000,2019-04-27,0.389,249,0.0
14000,2019-05-22,0.3608,249,0.0
14000,2019-05-27,0.39,249,0.0
14000,2019-06-11,0.3799,249,0.0
14000,2019-06-16,0.3881,249,0.0
14000,2019-06-26,0.4005,249,0.0
14000,2019-07-06,0.4828,249,0.0
14000,2019-07-11,0.4478,249,0.0
14000,2019-07-26,0.3347,249,0.0
14000,2019-07-31,0.3918,249,0.0
14000,2019-08-05,0.2162,244,0.0201
14000,2019-08-10,0.3618,249,0.0
14000,2019-08-15,0.3803,249,0.0
14000,2019-08-30,0.3074,249,0.0
14000,2019-09-09,0.3496,249,0.0
14000,2019-09-14,0.3145,221,0.1124
14000,2019-09-19,0.1547,249,0.0
14000,2019-09-29,0.3729,249,0.0
14000,2019-10-04,0.3465,249,0.0
14000,2019-10-14,0.3696,249,0.0
14000,2019-10-19,0.2957,245,0.0161
14000,2019-11-03,0.2984,249,0.0
14000,2019-11-13,0.2989,249,0.0
14000,2019-12-28,0.341,244,0.0201
14000,2020-01-27,0.4586,249,0.0
14000,2020-03-07,0.2715,245,0.0161
14000,2020-03-12,0.4248,248,0.004
14000,2020-03-17,0.4401,248,0.004
14000,2020-03-22,0.4202,248,0.004
14000,2020-04-01,0.3029,206,0.1727
14000,2020-04-06,0.4082,248,0.004
14000,2020-04-21,0.3414,248,0.004
14000,2020-04-26,0.2912,249,0.0
14000,2020-05-01,0.279,249,0.0
14000,2020-05-11,0.3486,249,0.0
14000,2020-05-16,0.3607,249,0.0
14000,2020-05-21,0.3192,249,0.0
14000,2020-05-26,0.3016,249,0.0
14000,2020-05-31,0.3186,249,0.0
14000,2020-06-20,0.3458,249,0.0
14000,2020-06-30,0.3728,234,0.0602
14000,2020-07-05,0.2944,245,0.0161
14000,2020-07-10,0.3136,249,0.0
14000,2020-07-20,0.3807,249,0.0
14000,2020-07-25,0.3291,248,0.004
14000,2020-08-04,0.3722,249,0.0
14000,2020-08-09,0.3538,249,0.0
14000,2020-08-19,0.3407,249,0.0
14000,2020-08-24,0.3811,249,0.0
14000,2020-08-29,0.353,249,0.0
14000,2020-09-03,0.3618,249,0.0
14000,2020-09-08,0.3495,249,0.0
14000,2020-09-13,0.3102,249,0.0
14000,2020-10-13,0.3697,248,0.004
14000,2020-10-18,0.2938,249,0.0
14000,2020-10-23,0.3581,249,0.0
14000,2020-10-28,0.4116,249,0.0
14000,2020-11-07,0.4035,247,0.008
14000,2020-11-22,0.3728,234,0.0602
14000,2021-01-16,0.3726,241,0.0321
14000,2021-01-21,0.3896,246,0.012
14000,2021-02-10,0.3772,244,0.0201
14000,2021-02-15,0.3961,248,0.004
14000,2021-02-20,0.4038,248,0.004
14000,2021-03-02,0.4117,246,0.012
14000,2021-03-12,0.4357,249,0.0
14000,2021-03-22,0.4665,249,0.0
14000,2021-03-27,0.4624,249,0.0
14000,2021-04-11,0.3693,249,0.0
14000,2021-04-26,0.2841,230,0.0763
14000,2021-05-01,0.3837,249,0.0
14000,2021-05-06,0.4241,249,0.0
14000,2021-05-11,0.3652,248,0.004
14000,2021-05-21,0.3394,249,0.0
14000,2021-05-26,0.3327,249,0.0
14000,2021-06-05,0.3647,249,0.0
14000,2021-06-15,0.337,249,0.0
14000,2021-06-20,0.3064,246,0.012
14000,2021-07-10,0.2708,249,0.0
14000,2021-07-20,0.3184,249,0.0
14000,2021-07-25,0.2835,249,0.0
14000,2021-07-30,0.3141,247,0.008
14000,2021-08-09,0.3227,249,0.0
14000,2021-08-19,0.318,249,0.0
14000,2021-08-24,0.2802,249,0.0
14000,2021-09-03,0.3255,249,0.0
14000,2021-09-08,0.2832,246,0.012
14000,2021-09-23,0.387,249,0.0
14000,2021-09-28,0.3501,249,0.0
14000,2021-10-23,0.3865,249,0.0
14000,2021-11-07,0.3997,249,0.0
14000,2021-11-17,0.4155,248,0.004
14000,2021-11-22,0.463,248,0.004
14000,2021-11-27,0.4542,240,0.0361
14000,2021-12-12,0.3972,248,0.004
14000,2021-12-22,0.4039,239,0.0402
14000,2022-01-16,0.5021,244,0.0201
14000,2022-01-21,0.3842,249,0.0
14000,2022-01-26,0.5263,249,0.0
14000,2022-02-10,0.4391,249,0.0
14000,2022-03-02,0.448,249,0.0
14000,2022-03-07,0.4399,249,0.0
14000,2022-03-17,0.4858,249,0.0
14000,2022-03-22,0.4852,249,0.0
14000,2022-04-11,0.2876,249,0.0
14000,2022-04-21,0.4064,249,0.0
14000,2022-04-26,0.4278,249,0.0
14000,2022-05-01,0.3631,249,0.0
14000,2022-05-11,0.3534,249,0.0
14000,2022-05-21,0.3764,249,0.0
14000,2022-05-26,0.3846,249,0.0
14000,2022-06-05,0.3869,249,0.0
14000,2022-06-15,0.3104,238,0.0442
14000,2022-06-25,0.3071,249,0.0
14000,2022-06-30,0.3222,249,0.0
14000,2022-07-05,0.338,249,0.0
14000,2022-07-15,0.3344,249,0.0
14000,2022-07-25,0.2677,249,0.0
14000,2022-08-14,0.3342,249,0.0
14000,2022-08-24,0.3246,249,0.0
14000,2022-09-18,0.3657,249,0.0
14000,2022-09-23,0.3504,249,0.0
14000,2022-10-23,0.4203,249,0.0
14000,2022-11-17,0.4465,249,0.0
14000,2022-11-27,0.3731,249,0.0
14000,2022-12-02,0.2983,249,0.0
14000,2022-12-12,0.3617,235,0.0562
14000,2023-01-26,0.4467,249,0.0
14000,2023-02-20,0.4395,249,0.0
14000,2023-03-02,0.4549,242,0.0281
14000,2023-03-17,0.4121,249,0.0
14000,2023-03-22,0.4076,249,0.0
14000,2023-04-01,0.3853,249,0.0
14000,2023-04-11,0.4577,249,0.0
14000,2023-04-16,0.4755,249,0.0
14000,2023-04-21,0.4662,249,0.0
14000,2023-05-01,0.4419,249,0.0
14000,2023-05-16,0.486,249,0.0
14000,2023-05-21,0.33,249,0.0
14000,2023-05-26,0.2672,249,0.0
14000,2023-06-05,0.2964,249,0.0
14000,2023-06-10,0.2827,249,0.0
14000,2023-06-20,0.3524,249,0.0
14000,2023-06-25,0.3266,249,0.0
14000,2023-07-05,0.3269,249,0.0
14000,2023-07-15,0.3462,249,0.0
14000,2023-07-25,0.3487,249,0.0
14000,2023-08-04,0.3383,249,0.0
14000,2023-08-09,0.3545,249,0.0
14000,2023-08-24,0.2914,249,0.0
14000,2023-09-03,0.3692,249,0.0
14000,2023-09-08,0.3454,249,0.0
14000,2023-09-13,0.3774,249,0.0
14000,2023-09-18,0.3648,249,0.0
14000,2023-09-23,0.3703,249,0.0
14000,2023-10-23,0.3615,249,0.0
14000,2023-11-07,0.4434,249,0.0
14000,2023-11-12,0.4084,249,0.0
14000,2023-11-17,0.3145,249,0.0
14000,2023-11-22,0.3812,220,0.1165
14000,2023-12-02,0.463,249,0.0
14000,2023-12-07,0.4879,249,0.0
14000,2023-12-27,0.4984,249,0.0
14000,2024-01-11,0.4517,244,0.0201
14000,2024-01-16,0.4623,247,0.008
14000,2024-02-05,0.3571,249,0.0
14000,2024-02-10,0.2831,226,0.0924
14000,2024-03-11,0.5657,249,0.0
14000,2024-03-16,0.4681,244,0.0201
14000,2024-03-31,0.4311,249,0.0
14000,2024-04-05,0.4044,249,0.0
14000,2024-04-10,0.3891,249,0.0
14000,2024-04-20,0.4253,249,0.0
14000,2024-04-30,0.4049,249,0.0
14000,2024-05-05,0.4154,249,0.0
14000,2024-05-10,0.3258,249,0.0
14000,2024-05-20,0.2484,249,0.0
14000,2024-06-09,0.3564,249,0.0
14000,2024-06-14,0.3258,249,0.0
14000,2024-06-19,0.3453,249,0.0
14000,2024-06-24,0.3298,249,0.0
14000,2024-06-29,0.3182,249,0.0
14000,2024-07-19,0.381,249,0.0
14000,2024-07-24,0.4006,249,0.0
14000,2024-07-29,0.3523,249,0.0
14000,2024-08-03,0.365,249,0.0
14000,2024-08-08,0.3141,249,0.0
14000,2024-08-18,0.295,249,0.0
14000,2024-08-23,0.306,249,0.0
14000,2024-08-28,0.3178,249,0.0
14000,2024-09-02,0.2602,249,0.0
14000,2024-09-07,0.3143,249,0.0
14000,2024-09-12,0.3388,249,0.0
14000,2024-09-22,0.3296,249,0.0
14000,2024-10-02,0.2597,249,0.0
14000,2024-10-07,0.2866,249,0.0
14000,2024-10-12,0.3379,249,0.0
14000,2024-10-17,0.331,249,0.0
14000,2024-10-22,0.3613,247,0.008
14000,2024-11-01,0.3772,249,0.0
14000,2024-11-11,0.4241,249,0.0
14000,2024-12-01,0.3699,249,0.0
14000,2024-12-06,0.4268,249,0.0
14000,2024-12-31,0.4315,249,0.0
14000,2025-01-05,0.4749,244,0.0201
14000,2025-01-15,0.4242,249,0.0
14000,2025-02-09,0.4868,249,0.0
14000,2025-02-24,0.5167,249,0.0
14000,2025-03-01,0.4363,249,0.0
14000,2025-03-06,0.4669,249,0.0
14000,2025-03-21,0.4004,249,0.0
14000,2025-03-31,0.3074,244,0.0201
14000,2025-04-12,0.4789,249,0.0
14000,2025-04-15,0.4779,249,0.0
14000,2025-05-02,0.4961,249,0.0
14000,2025-05-05,0.4974,249,0.0
14000,2025-05-15,0.3611,249,0.0
14000,2025-05-20,0.2762,249,0.0
14000,2025-05-22,0.2752,247,0.008
14000,2025-05-25,0.3172,249,0.0
14000,2025-05-30,0.3401,249,0.0
14000,2025-06-04,0.3648,249,0.0
14000,2025-06-19,0.2908,249,0.0
14000,2025-06-29,0.3768,249,0.0
14000,2025-07-09,0.2365,241,0.0321
14000,2025-07-14,0.2715,249,0.0
14000,2025-07-19,0.2833,249,0.0
14000,2025-07-21,0.2746,249,0.0
14000,2025-07-29,0.3323,249,0.0
